entity,CM,ARR,CHD,VD,IHD,CCD,VOO,OTH
P00813,0.28349155284470773,0.22263086645777538,0.14179031619390367,0.25883554039441126,0.31226817448977523,0.16604293948279197,0.2883622273404719,0.3656569109116171
P22626,0.0,0.0,0.07089515809695184,0.07482025052900713,0.0,0.0,0.0,0.0
P48454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658296987726065
Q96PG8,0.2715801681201457,0.0,0.0,0.11858729138303857,0.26529996915005777,0.0,0.0,0.15285182705808714
P08294,0.09799937959348608,0.0,0.0,0.0,0.2565786872377939,0.0,0.0,0.3057036541161743
O75880,0.19599875918697215,0.0,0.0,0.21004699859219123,0.0,0.0,0.0,0.0
P48506,0.19599875918697215,0.0,0.19902787103352976,0.07482025052900713,0.21653499720057523,0.0,0.0,0.0658296987726065
P59942,0.0,0.07023221885580212,0.0,0.0,0.0,0.0,0.0,0.0658296987726065
Q9NZK5,0.09799937959348608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P48039,0.06183072441707387,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
P29122,0.20539722056831577,0.0,0.07089515809695184,0.0,0.2565786872377939,0.0,0.0,0.0
Q9ULX7,0.06183072441707387,0.0,0.0,0.0,0.0,0.0,0.0,0.0658296987726065
P15538,0.15983010401055994,0.0,0.0,0.0,0.16956679186085774,0.0,0.0,0.18480732886684628
O43915,0.17358078852665962,0.0,0.07089515809695184,0.0,0.0,0.0,0.0,0.15285182705808714
P24863,0.06183072441707387,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
P08684,0.06183072441707387,0.07023221885580212,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
Q9Y618,0.12366144883414774,0.14046443771160425,0.16461345937679372,0.0,0.16956679186085774,0.0,0.0,0.0658296987726065
Q13442,0.0,0.18154765208468981,0.0,0.0,0.0,0.0,0.0,0.0
Q9BSQ5,0.06183072441707387,0.0,0.11236616706636653,0.07482025052900713,0.06040090995568761,0.0,0.0,0.26907644758373217
O15315,0.14356649615124187,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
O00592,0.21389916305167456,0.0,0.14179031619390367,0.0,0.15613408724488761,0.0,0.0,0.0658296987726065
Q5H9S7,0.0,0.36309530416937963,0.0,0.0,0.0,0.0,0.0,0.0
Q07021,0.14356649615124187,0.0,0.07089515809695184,0.07482025052900713,0.0,0.0,0.0,0.22773334137932386
Q15435,0.0,0.07023221885580212,0.0,0.0,0.0,0.0,0.0,0.0
P61313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658296987726065
P04085-1,0.0,0.14046443771160425,0.07089515809695184,0.14964050105801427,0.06040090995568761,0.0,0.0,0.0
P04350,0.0,0.0,0.07089515809695184,0.0,0.0,0.0,0.0,0.0
Q9BRJ9,0.06183072441707387,0.0,0.31615210962583706,0.0,0.06040090995568761,0.0,0.0,0.0
Q99685,0.12366144883414774,0.0,0.0,0.0,0.12080181991137522,0.0,0.0,0.10433760398835085
O43847,0.0,0.16307416212756493,0.0,0.0,0.28391083616757773,0.0,0.0,0.0
P35232,0.09799937959348608,0.0,0.0,0.0,0.19146635457840003,0.0,0.0,0.10433760398835085
P20292,0.06183072441707387,0.14046443771160425,0.0,0.0,0.33733681711195046,0.0,0.0,0.0
P29459,0.0,0.0,0.0,0.0,0.12080181991137522,0.0,0.0,0.10433760398835085
P16278,0.12366144883414774,0.0,0.07089515809695184,0.07482025052900713,0.24160363982275043,0.0,0.0833553771628128,0.15285182705808714
P21397,0.09799937959348608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q13362,0.0,0.0,0.07089515809695184,0.0,0.0,0.0,0.0,0.0
O60733,0.0,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
P54707,0.2527307885023795,0.33012231100299005,0.0,0.07482025052900713,0.40041917227357005,0.16604293948279197,0.0,0.2506370276394528
Q12983,0.39524161695429344,0.0,0.07089515809695184,0.0,0.37738050714916915,0.0,0.0,0.27450490674930816
O15117,0.0,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
P27361,0.21389916305167456,0.0,0.0,0.07482025052900713,0.23597974707207284,0.0,0.0833553771628128,0.131659397545213
Q9NY46,0.06183072441707387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08581,0.06183072441707387,0.0,0.0,0.0,0.09573317728920001,0.0,0.0,0.0
P20963,0.0,0.0,0.0,0.0,0.12080181991137522,0.0,0.0,0.0
Q8TE12,0.0,0.0,0.07089515809695184,0.0,0.09573317728920001,0.0,0.0,0.0
Q9Y5T4,0.09799937959348608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O43236,0.0,0.0,0.11236616706636653,0.0,0.0,0.0,0.0,0.0
Q9NPD8,0.06183072441707387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P49336,0.09799937959348608,0.0,0.32922691875358745,0.0,0.0,0.0,0.0,0.0
P02652,0.14356649615124187,0.14046443771160425,0.0,0.0,0.20064747973856048,0.0,0.0,0.131659397545213
O94923,0.0,0.0,0.0,0.0,0.15613408724488761,0.0,0.0,0.0
P24158,0.21389916305167456,0.0,0.11236616706636653,0.2244607515870214,0.26529996915005777,0.0,0.0,0.36961465773369256
